column_id,column_description
HRS2014Q1,HOUSEHOLD IDENTIFICATION NUMBER ... 18747 000003-959738. Household Identification Number
HRS2014Q2,RESPONDENT PERSON IDENTIFICATION NUMBER ... 10202 010. Person Identifier 714 011. Person Identifier 34 012. Person Identifier 6106 020. Person Identifier 208 021. Person Identifier 16 022. Person Identifier 1 023. Person Identifier 511 030. Person Identifier 45 031. Person Identifier 7 032. Person Identifier 2 033. Person Identifier 836 040. Person Identifier 57 041. Person Identifier 7 042. Person Identifier 1 043. Person Identifier
HRS2014Q3,2014 SUB HOUSEHOLD IDENTIFICATION NUMBER ... 17037 0. Original sample household - no split from divorce or separation of spouses or partners 850 1. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 669 2. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 64 5. Split household - one half of couple from Q3 1 or 2 8 6. Split household - one half of couple from Q3 1 or 2 118 7. Reunited household - respondents from split household reunite 1 8. Split household - one half of couple from Q3 1 or 2
HRS2014Q4,2012 SUB HOUSEHOLD IDENTIFICATION NUMBER ... 17309 0. Original sample household - no split from divorce or separation of spouses or partners 707 1. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 578 2. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 57 5. Split household - one half of couple from Q3 1 or 2 7 6. Split household - one half of couple from Q3 1 or 2 88 7. Reunited household - respondents from split household reunite 1 8. Split household - one half of couple from Q3 1 or 2
HRS2014Q5,2014 SPOUSE/PARTNER PERSON NUMBER ... 5159 010. Person Identifier 525 011. Person Identifier 24 012. Person Identifier 4656 020. Person Identifier 174 021. Person Identifier 11 022. Person Identifier 1 023. Person Identifier 323 030. Person Identifier 27 031. Person Identifier 4 032. Person Identifier 2 033. Person Identifier 558 040. Person Identifier 40 041. Person Identifier 4 042. Person Identifier 1 043. Person Identifier 31 811. Spouse of Non-Original Respondent 2 812. Spouse of Non-Original Respondent 2 820. Spouse of Non-Original Respondent 9 821. Spouse of Non-Original Respondent 1 822. Spouse of Non-Original Respondent 3 831. Spouse of Non-Original Respondent 1 832. Spouse of Non-Original Respondent 4 841. Spouse of Non-Original Respondent 1 842. Spouse of Non-Original Respondent 7184 Blank. Single Respondent Household
HRS2014Q6,2014 WHETHER COVERSHEET RESPONDENT ... 13238 1. Yes 32 3. 2nd Coverscreen R\, answers not retained 5477 5. No
HRS2014Q7,2014 WHETHER FAMILY RESPONDENT ... 13073 1. Family R 23 3. 2nd Family R\, answers not retained 5651 5. Non-Family R
HRS2014Q8,2014 WHETHER FINANCIAL RESPONDENT ... 13098 1. Financial R 24 3. 2nd Financial R\, answers not retained 5625 5. Non-Financial R
HRS2014Q9,Ref: SecJ.Q9_3Wave * ... 18747 2. Not asked this wave Blank. INAP (Inapplicable); Partial Interview
HRS2014Q10,Ref: SecJ.Q10_4Wave * ... 18747 3. Not asked this wave Blank. INAP (Inapplicable); Partial Interview
HRS2014Q59,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q59_ [(What did you earn the last year you worked?)/(In addition to your regular salary\,) How much did you receive from net earnings or profits? IWER: If R has trouble giving dollar figure\, ask: What did you earn the last year you worked?] IWER: PROBE if necessary: Was that per hour\, week\, month\, or year? Amount: [AMOUNT OF NET PROFITS/EARNINGS] Per: ... 2 1. HOUR 7 2. WEEK 1 3. EVERY TWO WEEKS/BI-WEEKLY 11 4. MONTH 5. TWICE A MONTH 132 6. YEAR 6 7. OTHER (SPECIFY) 3 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 18585 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q60,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q60_ Did it amount to a total of less than $____ per year\, more than $____ per year\, or what? PROCEDURES: 2Up1Down\, 1Up2Down BREAKPOINTS: $3\,300\, $10\,000\, $30\,000\, $75\,000 RANDOM ENTRY POINT ASSIGNMENT [1 ($10\,000)] or [NOT 1 ($30\,000)] AT X501 ... 42 0. Value of Breakpoint 7 3300. Value of Breakpoint 11 3301. Value of Breakpoint 5 10000. Value of Breakpoint 12 10001. Value of Breakpoint 2 30000. Value of Breakpoint 3 30001. Value of Breakpoint 1 75001. Value of Breakpoint 18664 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q61,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q61_ * ... 23 3299. Value of Breakpoint 7 3300. Value of Breakpoint 11 9999. Value of Breakpoint 5 10000. Value of Breakpoint 13 29999. Value of Breakpoint 2 30000. Value of Breakpoint 3 74999. Value of Breakpoint 19 99999996. Greater than Maximum Breakpoint 18664 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q62,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q62_ * ... 7 98. DK (Don't Know); NA (Not Ascertained) 12 99. RF (Refused) 18728 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q63,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q63Q64BP_TOQ131 * ... 50 0. ALL OTHERS 284 1. BRANCH POINT FOR Q57 = 1 18413 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q64,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.Q64_StillWrkPrevEmp According to our records\, in [Previous Wave Month] [Previous Wave Year] you were [working for [Prev Wave Old Employer Name]/someone else]. Are you still working [there/for that same employer]? IWER: If there has been merger and acquisition use code 3 or 4 IWER: If no previous wave employer name appears and R had more than one job\, we are interested in Rs main job ... 4117 1. YES 69 3. YES\, BUT OWNERSHIP HAS CHANGED (VOL) 3 4. NO\, OWNERSHIP HAS CHANGED (VOL) 574 5. NO 13 7. DENIES WORKING (FOR NAMED EMPLOYER) 2 8. DK (Don't Know); NA (Not Ascertained) 2 9. RF (Refused) 13967 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q65,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.Q65Q64TOW158_2BP * ... 4764 0. ALL OTHERS 16 1. R DENIES WORKING FOR PREVIOUS WAVE EMPLOYER 13967 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q66,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.Q66_ Were there any months since [[Prev Wave IW Year] /[Month][2 Years Ago]] when you did not work for [[Current Employer - Name]/[Prev Wave Old Employer Name]/that employer]? ... 367 1. YES 3808 5. NO 10 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 14562 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q67,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[1].W776_Year * ... 348 2013. Actual Value 18399 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q68,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[1].W777_ Were there any months in [Eligible Year] [when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer]? ... 275 1. YES 72 5. NO 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 18400 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q69,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[1].W778_WhichMonths[1] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 62 1. JAN 11 2. FEB 7 3. MAR 12 4. APR 22 5. MAY 66 6. JUN 32 7. JUL 7 8. AUG 6 9. SEP 16 10. OCT 8 11. NOV 9 12. DEC 17 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18472 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q70,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[1].W778_WhichMonths[2] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 4 1. JAN 56 2. FEB 10 3. MAR 8 4. APR 8 5. MAY 18 6. JUN 63 7. JUL 26 8. AUG 4 9. SEP 4 10. OCT 15 11. NOV 9 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18522 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q71,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[1].W778_WhichMonths[3] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 2 1. JAN 3 2. FEB 49 3. MAR 6 4. APR 6 5. MAY 8 6. JUN 15 7. JUL 47 8. AUG 5 9. SEP 4 10. OCT 5 11. NOV 10 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18587 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q72,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[1].W778_WhichMonths[4] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1 1. JAN 3 2. FEB 1 3. MAR 30 4. APR 4 5. MAY 4 6. JUN 7 7. JUL 12 8. AUG 9 9. SEP 7 10. OCT 4 11. NOV 4 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18661 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q73,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[1].W778_WhichMonths[5] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2 2. FEB 2 3. MAR 1 4. APR 21 5. MAY 5 6. JUN 5 7. JUL 6 8. AUG 9 9. SEP 7 10. OCT 4 11. NOV 4 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18681 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q74,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[1].W778_WhichMonths[6] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 1 3. MAR 2 4. APR 5. MAY 15 6. JUN 4 7. JUL 4 8. AUG 3 9. SEP 7 10. OCT 6 11. NOV 4 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18701 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q75,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[1].W778_WhichMonths[7] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 13 7. JUL 3 8. AUG 2 9. SEP 1 10. OCT 5 11. NOV 6 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18717 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q76,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[1].W778_WhichMonths[8] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 11 8. AUG 3 9. SEP 2 10. OCT 1 11. NOV 2 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18728 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q77,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[1].W778_WhichMonths[9] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 10 9. SEP 2 10. OCT 1 11. NOV 2 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18732 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q78,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[1].W778_WhichMonths[10] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10 10. OCT 1 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18735 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q79,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[1].W778_WhichMonths[11] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 8 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18738 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q80,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[1].W778_WhichMonths[12] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 7 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18740 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q81,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[2].W776_Year * ... 324 2012. Actual Value 18423 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q82,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[2].W777_ Were there any months in [Eligible Year] [when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer]? ... 180 1. YES 141 5. NO 2 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 18424 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q83,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[2].W778_WhichMonths[1] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 3 1. JAN 2. FEB 3. MAR 1 4. APR 5 5. MAY 26 6. JUN 39 7. JUL 21 8. AUG 4 9. SEP 8 10. OCT 15 11. NOV 27 12. DEC 29 98. DK (Don't Know); NA (Not Ascertained) 2 99. RF (Refused) 18567 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q84,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[2].W778_WhichMonths[2] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2 2. FEB 3. MAR 4. APR 1 5. MAY 5 6. JUN 25 7. JUL 28 8. AUG 8 9. SEP 4 10. OCT 7 11. NOV 14 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18653 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q85,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[2].W778_WhichMonths[3] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 2 3. MAR 4. APR 5. MAY 1 6. JUN 4 7. JUL 23 8. AUG 8 9. SEP 7 10. OCT 2 11. NOV 3 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18697 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q86,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[2].W778_WhichMonths[4] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 2 4. APR 5. MAY 6. JUN 1 7. JUL 4 8. AUG 6 9. SEP 6 10. OCT 5 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18722 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q87,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[2].W778_WhichMonths[5] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 2 5. MAY 6. JUN 7. JUL 1 8. AUG 3 9. SEP 6 10. OCT 6 11. NOV 5 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18724 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q88,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[2].W778_WhichMonths[6] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 2 6. JUN 7. JUL 8. AUG 1 9. SEP 3 10. OCT 4 11. NOV 7 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18730 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q89,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[2].W778_WhichMonths[7] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 1 7. JUL 8. AUG 9. SEP 1 10. OCT 3 11. NOV 4 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18738 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q90,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[2].W778_WhichMonths[8] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 1 8. AUG 9. SEP 10. OCT 1 11. NOV 3 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18742 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q91,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[2].W778_WhichMonths[9] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 1 9. SEP 10. OCT 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18745 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q92,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[2].W778_WhichMonths[10] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 1 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18746 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q93,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[2].W778_WhichMonths[11] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 1 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18746 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q94,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[2].W778_WhichMonths[12] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18746 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q95,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[3].W776_Year * ... 5 2011. Actual Value 18742 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q96,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[3].W777_ Were there any months in [Eligible Year] [when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer]? ... 4 1. YES 1 5. NO 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 18742 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q97,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[3].W778_WhichMonths[1] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 1 7. JUL 8. AUG 9. SEP 1 10. OCT 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18743 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q98,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[3].W778_WhichMonths[2] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 1 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 1 8. AUG 9. SEP 10. OCT 1 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18744 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q99,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[3].W778_WhichMonths[3] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 1 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 1 9. SEP 10. OCT 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18744 Blank. INAP (Inapplicable); Partial Interview
HRS2014Q100,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[3].W778_WhichMonths[4] Which months in [Eligible Year] were those ([when you did not work for [Current Employer - Name]/[Prev Wave IW Employer Name]/that employer])? IWER: Choose all that apply IWER: Only eligible months will appear on the list IWER: You must enter month(s) for this question. If you have gotten this question in error\, back up and change answer to previous question to 'No' ... 1. JAN 2. FEB 3. MAR 1 4. APR 5. MAY 1 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 18745 Blank. INAP (Inapplicable); Partial Interview
