column_id,column_description
HRS2018Q1,HOUSEHOLD IDENTIFICATION NUMBER ... 17146 010003-959738. Household Identification Number
HRS2018Q2,RESPONDENT PERSON IDENTIFICATION NUMBER ... 9738 010. Person Identifier 654 011. Person Identifier 32 012. Person Identifier 1 013. Person Identifier 5480 020. Person Identifier 180 021. Person Identifier 21 022. Person Identifier 1 023. Person Identifier 353 030. Person Identifier 44 031. Person Identifier 3 032. Person Identifier 1 033. Person Identifier 586 040. Person Identifier 47 041. Person Identifier 4 042. Person Identifier 1 043. Person Identifier
HRS2018Q3,2018 SUB HOUSEHOLD IDENTIFICATION NUMBER ... 15501 0. Original sample household - no split from divorce or separation of spouses or partners 849 1. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 596 2. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 68 5. Split household - one half of couple from Q3 1 or 2 9 6. Split household - one half of couple from Q3 1 or 2 122 7. Reunited household - respondents from split household reunite 1 8. Split household - one half of couple from Q3 1 or 2
HRS2018Q4,2016 SUB HOUSEHOLD IDENTIFICATION NUMBER ... 15713 0. Original sample household - no split from divorce or separation of spouses or partners 726 1. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 546 2. Split household - one half of couple from Q3 0 and new spouse or partner\, if any 54 5. Split household - one half of couple from Q3 1 or 2 7 6. Split household - one half of couple from Q3 1 or 2 99 7. Reunited household - respondents from split household reunite 1 8. Split household - one half of couple from Q3 1 or 2
HRS2018Q5,2018 SPOUSE/PARTNER PERSON NUMBER ... 4657 010. Person Identifier 504 011. Person Identifier 28 012. Person Identifier 1 013. Person Identifier 4290 020. Person Identifier 141 021. Person Identifier 18 022. Person Identifier 1 023. Person Identifier 193 030. Person Identifier 27 031. Person Identifier 1 032. Person Identifier 1 033. Person Identifier 362 040. Person Identifier 40 041. Person Identifier 2 042. Person Identifier 2 043. Person Identifier 7 810. Spouse of Original R\, Never Entered Sample 45 811. Spouse of Non-Original Respondent 3 812. Spouse of Non-Original Respondent 6 821. Spouse of Non-Original Respondent 1 822. Spouse of Non-Original Respondent 4 831. Spouse of Non-Original Respondent 1 832. Spouse of Non-Original Respondent 3 841. Spouse of Non-Original Respondent 6808 Blank. Single Respondent Household
HRS2018Q6,2018 WHETHER COVERSHEET RESPONDENT ... 12465 1. Yes 85 3. 2nd Coverscreen R\, answers not retained 4596 5. No
HRS2018Q7,2018 WHETHER FAMILY RESPONDENT ... 12017 1. Family R 41 3. 2nd Family R\, answers not retained 5088 5. Non-Family R
HRS2018Q8,2018 WHETHER FINANCIAL RESPONDENT ... 12181 1. Financial R 38 3. 2nd Financial R\, answers not retained 4927 5. Non-Financial R
HRS2018Q9,Ref: SecJ.Q9_3Wave * ... 17146 1. Not asked this wave Blank. INAP (Inapplicable); Partial Interview
HRS2018Q10,Ref: SecJ.Q10_4Wave * ... 17146 1. Not asked this wave Blank. INAP (Inapplicable); Partial Interview
HRS2018Q50,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[2].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 4 7. JUL 8. AUG 1 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17141 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q51,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[2].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 1 6. JUN 7. JUL 2 8. AUG 9. SEP 1 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17142 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q52,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[2].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 2 9. SEP 10. OCT 1 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17143 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q53,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[2].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 1 10. OCT 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17144 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q54,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[2].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 1 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17145 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q55,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[2].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17145 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q56,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[3].W776_Year * ... 20 2017. Actual Value 17126 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q57,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[3].W777_ Were there any months in [Eligible Year] [when you were not working for pay]? ... 18 1. YES 2 5. NO 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 17126 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q58,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[3].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 6 1. JAN 1 2. FEB 3. MAR 1 4. APR 5. MAY 1 6. JUN 2 7. JUL 1 8. AUG 1 9. SEP 1 10. OCT 11. NOV 1 12. DEC 3 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17128 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q59,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[3].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 1 1. JAN 7 2. FEB 3. MAR 4. APR 1 5. MAY 6. JUN 1 7. JUL 1 8. AUG 1 9. SEP 1 10. OCT 1 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17132 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q60,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[3].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 1. JAN 2. FEB 7 3. MAR 4. APR 5. MAY 1 6. JUN 1 7. JUL 1 8. AUG 9. SEP 1 10. OCT 1 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17134 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q61,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[3].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 5 4. APR 5. MAY 6. JUN 1 7. JUL 2 8. AUG 9. SEP 10. OCT 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17137 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q62,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[3].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5 5. MAY 6. JUN 7. JUL 1 8. AUG 1 9. SEP 1 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17138 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q63,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[3].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 5 6. JUN 7. JUL 8. AUG 1 9. SEP 1 10. OCT 1 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17138 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q64,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[3].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 4 7. JUL 8. AUG 9. SEP 1 10. OCT 11. NOV 2 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17139 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q65,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[3].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 3 8. AUG 9. SEP 1 10. OCT 1 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17141 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q66,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[3].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 3 9. SEP 10. OCT 1 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17141 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q67,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[3].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 2 10. OCT 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17143 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q68,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[3].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 2 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17144 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q69,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[3].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 2 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17144 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q70,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[4].W776_Year * ... 15 2016. Actual Value 17131 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q71,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[4].W777_ Were there any months in [Eligible Year] [when you were not working for pay]? ... 11 1. YES 4 5. NO 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 17131 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q72,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[4].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 1 -8. Web non-response 1 1. JAN 2. FEB 3. MAR 4. APR 3 5. MAY 6. JUN 2 7. JUL 1 8. AUG 9. SEP 10. OCT 11. NOV 1 12. DEC 2 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17135 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q73,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[4].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 1. JAN 1 2. FEB 3. MAR 4. APR 5. MAY 3 6. JUN 1 7. JUL 2 8. AUG 1 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17138 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q74,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[4].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 2 7. JUL 2 8. AUG 9. SEP 10. OCT 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17141 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q75,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[4].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 2 8. AUG 9. SEP 10. OCT 2 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17142 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q76,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[4].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 2 9. SEP 10. OCT 11. NOV 1 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17143 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q77,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[4].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 2 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17144 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q78,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[4].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 2 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17144 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q79,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[4].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 2 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17144 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q80,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W779_MonthsPerYear[4].W778_WhichMonths Which months in [Eligible Year] were those ([when you were not working for pay])? INSTR: Select all that apply ... 1. JAN 2. FEB 3. MAR 4. APR 5. MAY 6. JUN 7. JUL 8. AUG 9. SEP 10. OCT 11. NOV 12. DEC 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 17146 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q81,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.J029M.W786_ Were there any months between [R's Last IW Month\, Year/Month\, Year 2 Years Ago] and January [First Year of Previous Wave] when you were not working for pay? ... 1. YES 5. NO 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 17146 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q82,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q82Q83BP_TOW158_2BP * ... 24 0. BRANCH POINT FOR Q37 IS 1 20 1. BRANCH POINT FOR Q37 IS 0 17102 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q83,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q83_ Were you paid a regular salary or wages? ... 3 -8. Web non-response 232 1. YES 386 5. NO 4 8. DK (Don't Know); NA (Not Ascertained) 4 9. RF (Refused) 16517 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q84,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q84_ How much were you paid before taxes and other deductions? INSTR: Do not probe DK/RF INSTR: If amount per hour\, enter both dollars and cents\, otherwise enter '0' cents. Amount: Per: WEB-ADMINISTERED TEXT: How much were you paid before taxes and other deductions? INSTR: If amount per hour\, enter both dollars and cents. ... 6 -8. Web non-response 193 0-260000. Actual Value 30 999998. DK (Don't Know); NA (Not Ascertained) 13 999999. RF (Refused) 16904 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q85,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q85_ (How much were you paid before taxes and other deductions?) Amount: [AMOUNT OF SALARY] Per: ... 5 -8. Web non-response 45 1. HOUR 47 2. WEEK 9 3. EVERY TWO WEEKS/BI-WEEKLY 34 4. MONTH 5. TWICE A MONTH 41 6. YEAR 7 11. Day 3 97. OTHER (SPECIFY); including per visit\, class\, mile\, job\, piece 98. DK (Don't Know); NA (Not Ascertained) 99. RF (Refused) 16955 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q86,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q86_ (Thinking about how much you were paid before taxes and other deductions): Did it amount to a total of less than $____ per month\, more than $____ per month\, or what? PROCEDURES: UNFM_2Up1Down\, UNFM_1Up2Down BREAKPOINTS: $625\, $1500\, $3000\, $6500 RANDOM ENTRY POINT ASSIGNMENT [1 ($1500)] or [NOT 1 ($3000)] AT X510 WEB-ADMINISTERED TEXT: Thinking about how much you were paid before taxes and other deductions: Did it amount to a total of less than $____ per month\, more than $____ per month\, or what? User Note: The procedures apply to both the interviewer-administered and web-administered text. ... 32 0. Value of Breakpoint 3 625. Value of Breakpoint 4 626. Value of Breakpoint 3 1500. Value of Breakpoint 1 1501. Value of Breakpoint 2 3001. Value of Breakpoint 3 6501. Value of Breakpoint 17098 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q87,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q87_ * ... 9 624. Value of Breakpoint 3 625. Value of Breakpoint 5 1499. Value of Breakpoint 3 1500. Value of Breakpoint 2 2999. Value of Breakpoint 26 99999996. Greater than Maximum Breakpoint 17098 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q88,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q88_ * ... 8 0. No Breakpoint values given during interview 1 97. Data not available 6 98. DK (Don't Know); NA (Not Ascertained) 11 99. RF (Refused) 17120 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q89,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q89_ Did you receive some or all of the net earnings or profits? Def: By \"Net earnings or profits\" we mean total business incomes less total business expenses. ... 6 -8. Web non-response 409 1. YES 198 5. NO 8 8. DK (Don't Know); NA (Not Ascertained) 8 9. RF (Refused) 16517 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q90,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q90Q89TOQ161 * ... 563 0. ALL OTHERS 74 1. R DID NOT REPORT RECEIVING EARNINGS OR NET PROFITS AT Q89 AND REPORTED RECEVING A SALARY AT Q83 16509 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q91,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q91_ [What did you earn the last year you worked?/(In addition to your regular salary\,) How much did you receive from net earnings or profits? INSTR: If R has trouble giving dollar figure\, ask: What did you earn the last year you worked?] Def: By \"Net earnings or profits\" we mean total business incomes less total business expenses. INSTR: Do not probe DK/RF INSTR: If amount per hour\, enter both dollars and cents\, otherwise enter '0' cents. Amount: Per: WEB-ADMINISTERED TEXT: [In addition to your regular salary\, how much did you receive from net earnings or profits -- that is\, what did you earn the last year you worked?/What did you earn the last year you worked?] Def: By \"Net earnings or profits\" we mean total business incomes less total business expenses. INSTR: If amount per hour\, enter both dollars and cents ... 16 -8. Web non-response 385 0-3000000. Actual Value 124 9999998. DK (Don't Know); NA (Not Ascertained) 36 9999999. RF (Refused) 16585 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q92,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q92_ [(What did you earn the last year you worked?)/(In addition to your regular salary\,) How much did you receive from net earnings or profits? INSTR: If R has trouble giving dollar figure\, ask: What did you earn the last year you worked?] Amount: [AMOUNT OF NET PROFITS/EARNINGS] Per: ... 21 -8. Web non-response 10 1. HOUR 29 2. WEEK 2 3. EVERY TWO WEEKS/BI-WEEKLY 28 4. MONTH 5. TWICE A MONTH 221 6. YEAR 1 11. Day 25 97. OTHER (SPECIFY) 98. DK (Don't Know); NA (Not Ascertained) 1 99. RF (Refused) 16808 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q93,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q93_ (Thinking about what you earned the last year you worked): Did it amount to a total of less than $____ per year\, more than $____ per year\, or what? PROCEDURES: 2Up1Down\, 1Up2Down BREAKPOINTS: $3\,300\, $10\,000\, $30\,000\, $75\,000 RANDOM ENTRY POINT ASSIGNMENT [1 ($10\,000)] or [NOT 1 ($30\,000)] AT X501 WEB-ADMINISTERED TEXT: Thinking about what you earned the last year you worked: Did it amount to a total of less than $____ per year\, more than $____ per year\, or what? User Note: The procedures apply to both the interviewer-administered and web-administered text. ... 108 0. Value of Breakpoint 5 3300. Value of Breakpoint 14 3301. Value of Breakpoint 7 10000. Value of Breakpoint 26 10001. Value of Breakpoint 3 30000. Value of Breakpoint 11 30001. Value of Breakpoint 3 75001. Value of Breakpoint 16969 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q94,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q94_ * ... 50 3299. Value of Breakpoint 5 3300. Value of Breakpoint 23 9999. Value of Breakpoint 7 10000. Value of Breakpoint 28 29999. Value of Breakpoint 3 30000. Value of Breakpoint 9 74999. Value of Breakpoint 52 99999996. Greater than Maximum Breakpoint 16969 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q95,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q95_ * ... 18 0. No Breakpoint values given during interview 1 97. Data not available 17 98. DK (Don't Know); NA (Not Ascertained) 25 99. RF (Refused) 17085 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q96,Ref: SecJ.PREVIOUSJOBANDPENSION.PWSELFNOWELSE.Q96Q97BP_TOQ161 * ... 74 0. ALL OTHERS 563 1. BRANCH POINT FOR Q90 = 0 16509 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q97,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.Q97_StillWrkPrevEmp According to our records\, in [Previous Wave Month] [Previous Wave Year] you were [working for [Prev Wave Old Employer Name]/working for someone else]. Are you still working [there/for that same employer]? INSTR: If there has been merger and acquisition use code 3 or 4 INSTR: If no previous wave employer name appears and R had more than one job\, we are interested in Rs main job WEB-ADMINISTERED TEXT: According to our records\, in [Previous Wave Month] [Previous Wave Year] you were [working for [Prev Wave Old Employer Name]/working for someone else]. Are you still working [there/for that same employer]? [INSTR: If you had more than one job\, we are interested in your main job.] ... 1 -8. Web non-response 4137 1. YES 56 3. (VOL) YES\, BUT OWNERSHIP HAS CHANGED [IWER-ADMINISTERED ONLY] 5 4. (VOL) NO\, OWNERSHIP HAS CHANGED [IWER-ADMINISTERED ONLY] 712 5. NO 22 7. [DENIES WORKING (FOR NAMED EMPLOYER)/I DID NOT WORK FOR THAT EMPLOYER AT THAT TIME] 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 12213 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q98,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.Q98Q97TOW158_2BP * ... 4910 0. ALL OTHERS 23 1. R DENIES WORKING FOR PREVIOUS WAVE EMPLOYER 12213 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q99,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.Q99_ Were there any months since [[Prev Wave IW Year] /[Month][2 Years Ago]] when you did not work for [[Current Employer - Name]/[Prev Wave Old Employer Name]/that employer]? ... 3 -8. Web non-response 374 1. YES 3813 5. NO 2 8. DK (Don't Know); NA (Not Ascertained) 1 9. RF (Refused) 12953 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q100,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[1].W776_Year * ... 58 2019. Actual Value 17088 Blank. INAP (Inapplicable); Partial Interview
HRS2018Q101,Ref: SecJ.PREVIOUSJOBANDPENSION.PWELSENOWELSE.J056M.W779_MonthsPerYear[1].W777_ Were there any months in [Eligible Year] when you did not work for [[Current Employer - Name]/[Prev Wave IW Employer Name]/that employer]? ... 13 1. YES 45 5. NO 8. DK (Don't Know); NA (Not Ascertained) 9. RF (Refused) 17088 Blank. INAP (Inapplicable); Partial Interview
